State,County,LILATracts_halfAnd10,LILATracts_1And10,LILATracts_1And20,LILATracts_Vehicle,NumTracts,LILATracts_halfAnd10_ratio,LILATracts_1And10_ratio,LILATracts_1And20_ratio,LILATracts_Vehicle_ratio,LILATracts_halfAnd10_flag,LILATracts_1And10_flag,LILATracts_1And20_flag,LILATracts_Vehicle_flag
Missouri,Pettis County,5,4,4,3,11,0.45,0.36,0.36,0.27,0,0,0,0
Missouri,Phelps County,2,2,2,2,10,0.2,0.2,0.2,0.2,0,0,0,0
Missouri,Pike County,2,2,1,0,5,0.4,0.4,0.2,0.0,0,0,0,0
Missouri,Platte County,2,1,1,2,20,0.1,0.05,0.05,0.1,0,0,0,0
Missouri,Polk County,0,0,0,1,4,0.0,0.0,0.0,0.25,0,0,0,0
Missouri,Pulaski County,2,2,2,1,9,0.22,0.22,0.22,0.11,0,0,0,0
Missouri,Putnam County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Missouri,Ralls County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Missouri,Randolph County,1,1,1,1,6,0.17,0.17,0.17,0.17,0,0,0,0
Missouri,Ray County,1,1,1,1,4,0.25,0.25,0.25,0.25,0,0,0,0
Missouri,Reynolds County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Missouri,Ripley County,1,1,0,2,4,0.25,0.25,0.0,0.5,0,0,0,1
Missouri,Saline County,3,2,2,1,8,0.38,0.25,0.25,0.12,0,0,0,0
Missouri,Schuyler County,2,2,0,0,2,1.0,1.0,0.0,0.0,1,1,0,0
Missouri,Scotland County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Missouri,Scott County,5,4,3,2,10,0.5,0.4,0.3,0.2,1,0,0,0
Missouri,Shannon County,1,1,0,1,2,0.5,0.5,0.0,0.5,1,1,0,1
Missouri,Shelby County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Missouri,St. Charles County,5,1,1,1,79,0.06,0.01,0.01,0.01,0,0,0,0
Missouri,St. Clair County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Missouri,St. Francois County,3,3,3,4,11,0.27,0.27,0.27,0.36,0,0,0,0
Missouri,St. Louis County,58,24,24,41,199,0.29,0.12,0.12,0.21,0,0,0,0
Missouri,St. Louis city,54,10,10,43,106,0.51,0.09,0.09,0.41,1,0,0,0
Missouri,Ste. Genevieve County,1,1,1,0,4,0.25,0.25,0.25,0.0,0,0,0,0
Missouri,Stoddard County,1,0,0,1,8,0.12,0.0,0.0,0.12,0,0,0,0
Missouri,Stone County,0,0,0,1,6,0.0,0.0,0.0,0.17,0,0,0,0
Missouri,Sullivan County,2,2,0,0,3,0.67,0.67,0.0,0.0,1,1,0,0
Missouri,Taney County,5,5,4,4,10,0.5,0.5,0.4,0.4,1,1,0,0
Missouri,Texas County,2,2,0,3,4,0.5,0.5,0.0,0.75,1,1,0,1
Missouri,Vernon County,4,4,2,2,6,0.67,0.67,0.33,0.33,1,1,0,0
Missouri,Warren County,1,1,1,1,5,0.2,0.2,0.2,0.2,0,0,0,0
Missouri,Washington County,3,3,0,2,5,0.6,0.6,0.0,0.4,1,1,0,0
Missouri,Wayne County,2,2,0,2,4,0.5,0.5,0.0,0.5,1,1,0,1
Missouri,Webster County,1,1,1,2,8,0.12,0.12,0.12,0.25,0,0,0,0
Missouri,Worth County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Missouri,Wright County,2,2,1,3,4,0.5,0.5,0.25,0.75,1,1,0,1
Montana,Beaverhead County,1,0,0,0,3,0.33,0.0,0.0,0.0,0,0,0,0
Montana,Big Horn County,4,4,1,1,5,0.8,0.8,0.2,0.2,1,1,0,0
Montana,Blaine County,1,1,1,1,4,0.25,0.25,0.25,0.25,0,0,0,0
Montana,Broadwater County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Carbon County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Carter County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Cascade County,7,3,3,2,22,0.32,0.14,0.14,0.09,0,0,0,0
Montana,Chouteau County,1,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1
Montana,Custer County,1,0,0,0,6,0.17,0.0,0.0,0.0,0,0,0,0
Montana,Daniels County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Dawson County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Deer Lodge County,2,0,0,1,3,0.67,0.0,0.0,0.33,1,0,0,0
Montana,Fallon County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Fergus County,1,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1
Montana,Flathead County,3,2,1,0,19,0.16,0.11,0.05,0.0,0,0,0,0
Montana,Gallatin County,1,1,1,0,22,0.05,0.05,0.05,0.0,0,0,0,0
Montana,Garfield County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Glacier County,3,3,3,2,4,0.75,0.75,0.75,0.5,1,1,1,1
Montana,Golden Valley County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Montana,Granite County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Hill County,2,1,0,0,6,0.33,0.17,0.0,0.0,0,0,0,0
Montana,Jefferson County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Judith Basin County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Lake County,0,0,0,0,8,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Lewis and Clark County,1,1,1,1,14,0.07,0.07,0.07,0.07,0,0,0,0
Montana,Liberty County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Lincoln County,2,1,0,0,5,0.4,0.2,0.0,0.0,0,0,0,0
Montana,Madison County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Montana,McCone County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Meagher County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Montana,Mineral County,1,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1
Montana,Missoula County,7,1,1,2,20,0.35,0.05,0.05,0.1,0,0,0,0
Montana,Musselshell County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
Montana,Park County,1,1,1,0,6,0.17,0.17,0.17,0.0,0,0,0,0
Montana,Petroleum County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Phillips County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Pondera County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
Montana,Powder River County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Powell County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Prairie County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Ravalli County,0,0,0,1,10,0.0,0.0,0.0,0.1,0,0,0,0
Montana,Richland County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Roosevelt County,1,1,0,1,3,0.33,0.33,0.0,0.33,0,0,0,0
Montana,Rosebud County,1,1,0,0,4,0.25,0.25,0.0,0.0,0,0,0,0
Montana,Sanders County,1,1,1,1,3,0.33,0.33,0.33,0.33,0,0,0,0
Montana,Sheridan County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Silver Bow County,3,0,0,1,8,0.38,0.0,0.0,0.12,0,0,0,0
Montana,Stillwater County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Sweet Grass County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Teton County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Toole County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Treasure County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Montana,Valley County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Montana,Wheatland County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
Montana,Wibaux County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Montana,Yellowstone County,7,4,4,2,32,0.22,0.12,0.12,0.06,0,0,0,0
Nebraska,Adams County,3,2,2,2,9,0.33,0.22,0.22,0.22,0,0,0,0
Nebraska,Antelope County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Arthur County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Banner County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Blaine County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Nebraska,Boone County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Box Butte County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Boyd County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Brown County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Buffalo County,2,2,2,1,11,0.18,0.18,0.18,0.09,0,0,0,0
Nebraska,Burt County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Butler County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Cass County,1,1,1,0,6,0.17,0.17,0.17,0.0,0,0,0,0
Nebraska,Cedar County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Chase County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Cherry County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Cheyenne County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Clay County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Colfax County,1,1,1,0,3,0.33,0.33,0.33,0.0,0,0,0,0
Nebraska,Cuming County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Custer County,3,2,0,0,4,0.75,0.5,0.0,0.0,1,1,0,0
Nebraska,Dakota County,2,2,2,2,4,0.5,0.5,0.5,0.5,1,1,1,1
Nebraska,Dawes County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Dawson County,2,1,1,1,7,0.29,0.14,0.14,0.14,0,0,0,0
Nebraska,Deuel County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
Nebraska,Dixon County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Dodge County,3,1,1,1,9,0.33,0.11,0.11,0.11,0,0,0,0
Nebraska,Douglas County,64,10,10,19,156,0.41,0.06,0.06,0.12,0,0,0,0
Nebraska,Dundy County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
Nebraska,Fillmore County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Franklin County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Frontier County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Furnas County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Gage County,2,1,1,0,7,0.29,0.14,0.14,0.0,0,0,0,0
Nebraska,Garden County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Garfield County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Gosper County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Grant County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
Nebraska,Greeley County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Hall County,6,2,2,0,14,0.43,0.14,0.14,0.0,0,0,0,0
Nebraska,Hamilton County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Harlan County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Hayes County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Hitchcock County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Nebraska,Holt County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Hooker County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Nebraska,Howard County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Jefferson County,3,1,0,0,3,1.0,0.33,0.0,0.0,1,0,0,0
Nebraska,Johnson County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Kearney County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Keith County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Keya Paha County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Nebraska,Kimball County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Knox County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Lancaster County,25,10,10,9,74,0.34,0.14,0.14,0.12,0,0,0,0
Nebraska,Lincoln County,0,0,0,1,8,0.0,0.0,0.0,0.12,0,0,0,0
Nebraska,Logan County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Loup County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Madison County,2,1,1,0,9,0.22,0.11,0.11,0.0,0,0,0,0
Nebraska,McPherson County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Merrick County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Morrill County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
Nebraska,Nance County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Nemaha County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Nuckolls County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Otoe County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Pawnee County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Perkins County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Phelps County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Pierce County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Platte County,0,0,0,0,7,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Polk County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Red Willow County,1,1,1,0,3,0.33,0.33,0.33,0.0,0,0,0,0
Nebraska,Richardson County,1,0,0,0,3,0.33,0.0,0.0,0.0,0,0,0,0
Nebraska,Rock County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Saline County,1,1,1,0,4,0.25,0.25,0.25,0.0,0,0,0,0
Nebraska,Sarpy County,8,6,6,2,43,0.19,0.14,0.14,0.05,0,0,0,0
Nebraska,Saunders County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Scotts Bluff County,2,0,0,1,11,0.18,0.0,0.0,0.09,0,0,0,0
Nebraska,Seward County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Sheridan County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Sherman County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Sioux County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Nebraska,Stanton County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Thayer County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Thomas County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Thurston County,0,0,0,1,2,0.0,0.0,0.0,0.5,0,0,0,1
Nebraska,Valley County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Washington County,1,1,1,1,5,0.2,0.2,0.2,0.2,0,0,0,0
Nebraska,Wayne County,1,0,0,0,2,0.5,0.0,0.0,0.0,1,0,0,0
Nebraska,Webster County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,Wheeler County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nebraska,York County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Nevada,Carson City,2,0,0,0,13,0.15,0.0,0.0,0.0,0,0,0,0
Nevada,Churchill County,2,1,1,1,7,0.29,0.14,0.14,0.14,0,0,0,0
Nevada,Clark County,122,30,30,57,487,0.25,0.06,0.06,0.12,0,0,0,0
Nevada,Douglas County,1,1,0,0,16,0.06,0.06,0.0,0.0,0,0,0,0
Nevada,Elko County,2,1,1,1,14,0.14,0.07,0.07,0.07,0,0,0,0
Nevada,Esmeralda County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Nevada,Eureka County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nevada,Humboldt County,1,1,0,0,4,0.25,0.25,0.0,0.0,0,0,0,0
Nevada,Lander County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nevada,Lincoln County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Nevada,Lyon County,0,0,0,1,10,0.0,0.0,0.0,0.1,0,0,0,0
Nevada,Mineral County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
Nevada,Nye County,5,5,5,2,9,0.56,0.56,0.56,0.22,1,1,1,0
Nevada,Pershing County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nevada,Storey County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Nevada,Washoe County,27,8,7,13,108,0.25,0.07,0.06,0.12,0,0,0,0
Nevada,White Pine County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
New Hampshire,Belknap County,2,1,1,0,15,0.13,0.07,0.07,0.0,0,0,0,0
New Hampshire,Carroll County,1,1,0,3,11,0.09,0.09,0.0,0.27,0,0,0,0
New Hampshire,Cheshire County,4,3,2,1,16,0.25,0.19,0.12,0.06,0,0,0,0
New Hampshire,Coos County,3,3,2,2,11,0.27,0.27,0.18,0.18,0,0,0,0
New Hampshire,Grafton County,3,3,1,2,19,0.16,0.16,0.05,0.11,0,0,0,0
New Hampshire,Hillsborough County,19,6,6,8,85,0.22,0.07,0.07,0.09,0,0,0,0
New Hampshire,Merrimack County,3,3,3,3,36,0.08,0.08,0.08,0.08,0,0,0,0
New Hampshire,Rockingham County,9,7,7,4,64,0.14,0.11,0.11,0.06,0,0,0,0
New Hampshire,Strafford County,10,7,7,5,25,0.4,0.28,0.28,0.2,0,0,0,0
New Hampshire,Sullivan County,4,4,4,4,10,0.4,0.4,0.4,0.4,0,0,0,0
New Jersey,Atlantic County,25,13,13,17,69,0.36,0.19,0.19,0.25,0,0,0,0
New Jersey,Bergen County,16,0,0,6,179,0.09,0.0,0.0,0.03,0,0,0,0
New Jersey,Burlington County,18,9,9,6,114,0.16,0.08,0.08,0.05,0,0,0,0
New Jersey,Camden County,37,14,14,22,127,0.29,0.11,0.11,0.17,0,0,0,0
New Jersey,Cape May County,8,6,6,2,32,0.25,0.19,0.19,0.06,0,0,0,0
New Jersey,Cumberland County,14,8,7,10,33,0.42,0.24,0.21,0.3,0,0,0,0
New Jersey,Essex County,31,3,3,20,210,0.15,0.01,0.01,0.1,0,0,0,0
New Jersey,Gloucester County,8,4,4,3,63,0.13,0.06,0.06,0.05,0,0,0,0
New Jersey,Hudson County,13,0,0,9,165,0.08,0.0,0.0,0.05,0,0,0,0
New Jersey,Hunterdon County,1,0,0,0,26,0.04,0.0,0.0,0.0,0,0,0,0
New Jersey,Mercer County,20,1,1,11,77,0.26,0.01,0.01,0.14,0,0,0,0
New Jersey,Middlesex County,18,5,5,6,175,0.1,0.03,0.03,0.03,0,0,0,0
New Jersey,Monmouth County,21,6,6,12,143,0.15,0.04,0.04,0.08,0,0,0,0
New Jersey,Morris County,6,0,0,1,100,0.06,0.0,0.0,0.01,0,0,0,0
New Jersey,Ocean County,36,25,25,17,125,0.29,0.2,0.2,0.14,0,0,0,0
New Jersey,Passaic County,17,1,1,11,100,0.17,0.01,0.01,0.11,0,0,0,0
New Jersey,Salem County,6,5,5,3,24,0.25,0.21,0.21,0.12,0,0,0,0
New Jersey,Somerset County,7,1,1,2,68,0.1,0.01,0.01,0.03,0,0,0,0
New Jersey,Sussex County,3,1,1,1,41,0.07,0.02,0.02,0.02,0,0,0,0
New Jersey,Union County,28,2,2,10,108,0.26,0.02,0.02,0.09,0,0,0,0
New Jersey,Warren County,6,4,4,6,23,0.26,0.17,0.17,0.26,0,0,0,0
New Mexico,Bernalillo County,52,16,16,20,153,0.34,0.1,0.1,0.13,0,0,0,0
New Mexico,Catron County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
New Mexico,Chaves County,7,5,4,0,16,0.44,0.31,0.25,0.0,0,0,0,0
New Mexico,Cibola County,4,3,2,3,7,0.57,0.43,0.29,0.43,1,0,0,0
New Mexico,Colfax County,1,1,1,2,3,0.33,0.33,0.33,0.67,0,0,0,1
New Mexico,Curry County,6,4,4,1,12,0.5,0.33,0.33,0.08,1,0,0,0
New Mexico,De Baca County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
New Mexico,Do̱a Ana County,27,14,12,10,41,0.66,0.34,0.29,0.24,1,0,0,0
New Mexico,Eddy County,4,3,3,3,12,0.33,0.25,0.25,0.25,0,0,0,0
New Mexico,Grant County,2,2,2,3,8,0.25,0.25,0.25,0.38,0,0,0,0
New Mexico,Guadalupe County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
New Mexico,Harding County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
New Mexico,Hidalgo County,1,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1
New Mexico,Lea County,6,4,4,1,18,0.33,0.22,0.22,0.06,0,0,0,0
New Mexico,Lincoln County,1,1,1,1,5,0.2,0.2,0.2,0.2,0,0,0,0
New Mexico,Los Alamos County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
New Mexico,Luna County,5,4,4,5,6,0.83,0.67,0.67,0.83,1,1,1,1
New Mexico,McKinley County,12,10,9,12,17,0.71,0.59,0.53,0.71,1,1,1,1
New Mexico,Mora County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
New Mexico,Otero County,4,2,2,3,16,0.25,0.12,0.12,0.19,0,0,0,0
New Mexico,Quay County,2,2,2,0,3,0.67,0.67,0.67,0.0,1,1,1,0
New Mexico,Rio Arriba County,0,0,0,0,9,0.0,0.0,0.0,0.0,0,0,0,0
New Mexico,Roosevelt County,2,2,2,1,5,0.4,0.4,0.4,0.2,0,0,0,0
New Mexico,San Juan County,15,13,9,7,33,0.45,0.39,0.27,0.21,0,0,0,0
New Mexico,San Miguel County,6,4,4,4,7,0.86,0.57,0.57,0.57,1,1,1,1
New Mexico,Sandoval County,5,4,3,2,27,0.19,0.15,0.11,0.07,0,0,0,0
New Mexico,Santa Fe County,9,6,6,0,50,0.18,0.12,0.12,0.0,0,0,0,0
New Mexico,Sierra County,2,2,2,3,4,0.5,0.5,0.5,0.75,1,1,1,1
New Mexico,Socorro County,5,5,4,2,6,0.83,0.83,0.67,0.33,1,1,1,0
New Mexico,Taos County,4,4,1,2,6,0.67,0.67,0.17,0.33,1,1,0,0
New Mexico,Torrance County,2,2,2,2,4,0.5,0.5,0.5,0.5,1,1,1,1
New Mexico,Union County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
New Mexico,Valencia County,7,7,6,1,18,0.39,0.39,0.33,0.06,0,0,0,0
New York,Albany County,19,4,4,13,75,0.25,0.05,0.05,0.17,0,0,0,0
New York,Allegany County,1,1,0,5,13,0.08,0.08,0.0,0.38,0,0,0,0
New York,Bronx County,3,0,0,2,336,0.01,0.0,0.0,0.01,0,0,0,0
New York,Broome County,19,3,3,14,55,0.35,0.05,0.05,0.25,0,0,0,0
New York,Cattaraugus County,1,1,1,8,20,0.05,0.05,0.05,0.4,0,0,0,0
New York,Cayuga County,5,1,1,4,19,0.26,0.05,0.05,0.21,0,0,0,0
New York,Chautauqua County,15,7,6,12,35,0.43,0.2,0.17,0.34,0,0,0,0
New York,Chemung County,9,3,3,5,22,0.41,0.14,0.14,0.23,0,0,0,0
New York,Chenango County,1,1,0,2,12,0.08,0.08,0.0,0.17,0,0,0,0
New York,Clinton County,4,1,0,5,19,0.21,0.05,0.0,0.26,0,0,0,0
New York,Columbia County,2,2,2,2,21,0.1,0.1,0.1,0.1,0,0,0,0
New York,Cortland County,1,0,0,0,12,0.08,0.0,0.0,0.0,0,0,0,0
New York,Delaware County,1,1,1,3,14,0.07,0.07,0.07,0.21,0,0,0,0
New York,Dutchess County,9,3,3,6,78,0.12,0.04,0.04,0.08,0,0,0,0
New York,Erie County,81,27,27,53,236,0.34,0.11,0.11,0.22,0,0,0,0
New York,Essex County,0,0,0,0,13,0.0,0.0,0.0,0.0,0,0,0,0
New York,Franklin County,5,4,0,4,14,0.36,0.29,0.0,0.29,0,0,0,0
New York,Fulton County,4,0,0,2,15,0.27,0.0,0.0,0.13,0,0,0,0
New York,Genesee County,1,0,0,1,15,0.07,0.0,0.0,0.07,0,0,0,0
New York,Greene County,0,0,0,1,15,0.0,0.0,0.0,0.07,0,0,0,0
New York,Hamilton County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
New York,Herkimer County,5,2,2,5,19,0.26,0.11,0.11,0.26,0,0,0,0
New York,Jefferson County,8,5,4,5,25,0.32,0.2,0.16,0.2,0,0,0,0
New York,Kings County,5,0,0,2,754,0.01,0.0,0.0,0.0,0,0,0,0
New York,Lewis County,4,4,0,0,7,0.57,0.57,0.0,0.0,1,1,0,0
New York,Livingston County,3,2,2,4,15,0.2,0.13,0.13,0.27,0,0,0,0
New York,Madison County,2,2,2,2,16,0.12,0.12,0.12,0.12,0,0,0,0
New York,Monroe County,62,17,17,47,191,0.32,0.09,0.09,0.25,0,0,0,0
New York,Montgomery County,8,8,8,11,16,0.5,0.5,0.5,0.69,1,1,1,1
New York,Nassau County,8,0,0,2,279,0.03,0.0,0.0,0.01,0,0,0,0
New York,New York County,0,0,0,0,286,0.0,0.0,0.0,0.0,0,0,0,0
New York,Niagara County,21,6,6,10,60,0.35,0.1,0.1,0.17,0,0,0,0
New York,Oneida County,21,9,9,15,74,0.28,0.12,0.12,0.2,0,0,0,0
New York,Onondaga County,42,11,11,27,140,0.3,0.08,0.08,0.19,0,0,0,0
New York,Ontario County,4,2,2,3,25,0.16,0.08,0.08,0.12,0,0,0,0
New York,Orange County,18,7,7,7,79,0.23,0.09,0.09,0.09,0,0,0,0
New York,Orleans County,3,2,2,5,10,0.3,0.2,0.2,0.5,0,0,0,1
New York,Oswego County,5,2,1,7,29,0.17,0.07,0.03,0.24,0,0,0,0
New York,Otsego County,6,6,3,5,17,0.35,0.35,0.18,0.29,0,0,0,0
